Species	Gene	Gene_symbol	Start	End	Strand	Class	gene_family_symbol	in_palindrome	palindrome_name
PonPyg	X antigen family member 5-like	LOC129025399	53019451	53024769	-	ANCESTRAL	GAGE1	no	
PonPyg	sperm protein associated with the nucleus on the X chromosome N2-like	LOC129024813	53091840	53093140	+	AMPLICONIC	SPANXA1	yes	Q5A
PonPyg	protein SSX7-like	LOC129024575	53099039	53109899	-	AMPLICONIC	SSX4B	yes	Q5A
PonPyg	protein SSX3-like	LOC129024503	53150745	53161336	-	AMPLICONIC	SSX4B	yes	Q5A
PonPyg	sperm protein associated with the nucleus on the X chromosome N2	LOC129024894	53188013	53189292	+	AMPLICONIC	SPANXA1	no	
PonPyg	protein SSX4-like	LOC129024686	53196338	53204607	-	AMPLICONIC	SSX4B	no	
PonPyg	protein SSX3-like	LOC129024460	53231915	53242508	+	AMPLICONIC	SSX4B	yes	Q5B
PonPyg	protein SSX7-like	LOC129024610	53283355	53294218	+	AMPLICONIC	SSX4B	yes	Q5B
PonPyg	sperm protein associated with the nucleus on the X chromosome N2	LOC129024893	53300147	53301433	-	AMPLICONIC	SPANXA1	yes	Q5B
PonPyg	sperm protein associated with the nucleus on the X chromosome N2-like	LOC129024087	53315252	53322499	-	AMPLICONIC	SPANXA1	yes	Q5B
PonPyg	X antigen family member 3-like	LOC129024828	53361139	53390508	-	ANCESTRAL	GAGE1	no	
PonPyg	putative G antigen family E member 3	LOC129025039	55705731	55709582	+	ANCESTRAL	GAGE1	no	
PonPyg	X antigen family member 1-like	LOC129024092	55794145	55798213	+	ANCESTRAL	XAGE1A	no	
PonPyg	putative G antigen family E member 3	LOC129025063	55905753	55909253	+	ANCESTRAL	GAGE1	no	
PonPyg	spindlin-2	LOC129024404	57741921	57743844	-	ANCESTRAL	SPIN2A	no	
PonPyg	spindlin-2-like	LOC129024406	57761713	57763305	-	ANCESTRAL	SPIN2A	no	
PonPyg	zinc finger X-linked protein ZXDB	LOC129025194	58175587	58181383	+	ANCESTRAL	ZXDA	no	
PonPyg	zinc finger X-linked protein ZXDA-like	LOC129024976	58558183	58580799	-	ANCESTRAL	ZXDA	no	
PonPyg	uncharacterized protein CXorf49-like	LOC129023912	74831763	74836232	-	ANCESTRAL	CXorf49B	no	
PonPyg	uncharacterized protein CXorf49-like	LOC129023913	74836368	74840306	+	ANCESTRAL	CXorf49B	no	
PonPyg	uncharacterized protein CXorf49	LOC129023914	74879165	74885485	+	ANCESTRAL	CXorf49B	no	
PonPyg	doublesex- and mab-3-related transcription factor C1	LOC129025025	75875475	75947140	+	ANCESTRAL	DMRTC1B	no	
PonPyg	protein FAM236A	LOC129025027	75880494	75881289	-	ANCESTRAL	FAM236C	no	
PonPyg	protein FAM236A-like	LOC129024931	76037482	76038393	+	AMPLICONIC	FAM236C	yes	Q9A
PonPyg	polyadenylate-binding protein 1-like 2	LOC129025284	76198964	76200669	-	AMPLICONIC	PABPC1L2B	yes	Q9B
PonPyg	protein ARMCX6-like	LOC129024506	105632431	105633587	+	ANCESTRAL	ARMCX2	no	
PonPyg	protein ARMCX6	LOC129025301	105650062	105652963	-	ANCESTRAL	ARMCX2	no	
PonPyg	nuclear RNA export factor 2	LOC129024333	106285925	106358594	+	ANCESTRAL	NXF2	no	
PonPyg	nuclear RNA export factor 2	LOC129025009	106396212	106469068	-	ANCESTRAL	NXF2	no	
PonPyg	nuclear RNA export factor 2-like	LOC129023802	106593088	106613223	+	AMPLICONIC	NXF2	yes	Q11.1B
PonPyg	ras-related protein Rab-40A-like	LOC129023809	106826304	107020819	+	ANCESTRAL	RAB40A	no	
PonPyg	thymosin beta-15A	LOC129024943	107985503	108031079	+	ANCESTRAL	TMSB15B	no	
PonPyg	histone H2B type F-M-like	LOC129024729	108062095	108091131	-	ANCESTRAL	H2BW2	no	
PonPyg	histone H2B type W-T	LOC129024731	108091068	108093685	+	ANCESTRAL	H2BW2	no	
PonPyg	histone H2B type W-T	LOC129024822	108132624	108135241	-	ANCESTRAL	H2BW2	no	
PonPyg	thymosin beta 15C	TMSB15C	108184367	108188244	-	ANCESTRAL	TMSB15B	no	
PonPyg	endogenous retrovirus group K member 6 Env polyprotein-like	LOC129024889	120322187	120329684	+	ANCESTRAL	endogenous retrovirus group K member 6 Env polyprotein-like	no	
PonPyg	cancer/testis antigen family 47 member B1-like	LOC129024507	125111542	125118462	-	ANCESTRAL	CT47C1	no	
PonPyg	cancer/testis antigen 47A	LOC129024767	125119953	125123312	-	ANCESTRAL	CT47C1	no	
PonPyg	embryonic testis differentiation protein homolog B	LOC129024677	139609206	139610842	-	ANCESTRAL	ETDA	no	
PonPyg	embryonic testis differentiation protein homolog B	LOC129024673	139743568	139745200	+	AMPLICONIC	ETDA	yes	Q14A
PonPyg	embryonic testis differentiation protein homolog B-like	LOC129025448	139895893	139898436	+	ANCESTRAL	ETDA	no	
PonPyg	sarcoma antigen 1-like	LOC129024214	140120688	140137405	+	ANCESTRAL	SAGE1	no	
PonPyg	putative SAGE1-like protein	LOC129024215	140194386	140207668	-	ANCESTRAL	SAGE1	no	
PonPyg	cancer/testis antigen family 45 member A3-like	LOC129025107	140239733	140243822	+	ANCESTRAL	CT45A8	no	
PonPyg	sarcoma antigen 1-like	LOC129024217	140327948	140336278	-	ANCESTRAL	SAGE1	no	
PonPyg	cancer/testis antigen family 45 member A10	LOC129024537	140356846	140365226	-	ANCESTRAL	CT45A8	no	
PonPyg	cancer/testis antigen family 45 member A10	LOC129024538	140374426	140392922	-	ANCESTRAL	CT45A8	no	
PonPyg	putative MAGE domain-containing protein MAGEA13P	LOC129024351	143062014	143063066	+	ANCESTRAL	MAGEB18	no	
PonPyg	uncharacterized protein AH6.3-like	LOC129024546	144641167	144641971	+	ANCESTRAL	uncharacterized LOC129476473	no	
PonPyg	uncharacterized protein AH6.3-like	LOC129025315	144846161	144846970	-	ANCESTRAL	uncharacterized LOC129476473	no	
PonPyg	sperm protein associated with the nucleus on the X chromosome N5-like	LOC129025337	145677713	145678938	+	ANCESTRAL	SPANXA1	no	
PonPyg	melanoma-associated antigen C1-like	LOC129024704	146502814	146506942	+	ANCESTRAL	MAGEB18	no	
PonPyg	melanoma-associated antigen C2-like	LOC129025321	146524920	146526044	+	ANCESTRAL	MAGEB18	no	
PonPyg	melanoma-associated antigen C1-like	LOC129024642	146543834	146549859	+	ANCESTRAL	MAGEB18	no	
PonPyg	melanoma-associated antigen C1-like	LOC129024588	146814270	146819903	-	ANCESTRAL	MAGEB18	no	
PonPyg	melanoma-associated antigen C2	LOC129024535	146839950	146842963	-	ANCESTRAL	MAGEB18	no	
PonPyg	sperm protein associated with the nucleus on the X chromosome N4	LOC129025050	147659344	147667858	+	ANCESTRAL	SPANXA1	no	
PonPyg	sperm protein associated with the nucleus on the X chromosome N3	LOC129024659	148166478	148175207	-	ANCESTRAL	SPANXA1	no	
PonPyg	sperm protein associated with the nucleus on the X chromosome N2	LOC129024545	148352022	148397650	-	ANCESTRAL	SPANXA1	no	
PonPyg	sperm protein associated with the nucleus on the X chromosome N1-like	LOC129025230	149833086	149834322	+	ANCESTRAL	SPANXA1	no	
PonPyg	uncharacterized protein CXorf51A	LOC129025173	151499074	151499778	-	ANCESTRAL	CXorf51B	no	
PonPyg	transmembrane protein 185A-like	LOC129024823	154524072	154528292	+	AMPLICONIC	TMEM185A	yes	Q17.1A
PonPyg	heat shock transcription factor, X-linked	LOC129024824	154527074	154532353	+	AMPLICONIC	HSFX3	yes	Q17.1A
PonPyg	melanoma-associated antigen 9-like	LOC129024555	154537433	154542756	+	AMPLICONIC	MAGEB18	yes	Q17.1A
PonPyg	transmembrane protein 185A	LOC129024621	154573387	154607578	+	AMPLICONIC	TMEM185A	yes	Q17.2A
PonPyg	heat shock transcription factor, X-linked	LOC129024620	154606077	154615874	+	AMPLICONIC	HSFX3	no	
PonPyg	melanoma-associated antigen 9	LOC129024510	154616721	154622030	+	AMPLICONIC	MAGEB18	no	
PonPyg	uncharacterized LOC129024421	LOC129024421	154780046	154867891	+	ANCESTRAL	uncharacterized LOC129053094	no	
PonPyg	melanoma-associated antigen 6	LOC129024364	157606671	157610187	+	ANCESTRAL	MAGEB18	no	
PonPyg	chondrosarcoma-associated gene 2/3 protein	LOC129024369	157616644	157617574	-	ANCESTRAL	CSAG1	no	
PonPyg	chondrosarcoma-associated gene 2/3 protein-like	LOC129024372	157635474	157636484	-	ANCESTRAL	CSAG1	no	
PonPyg	chondrosarcoma-associated gene 2/3 protein-like	LOC129024370	157649687	157650399	+	ANCESTRAL	CSAG1	no	
PonPyg	chondrosarcoma-associated gene 2/3 protein	LOC129024368	157668445	157669335	+	ANCESTRAL	CSAG1	no	
PonPyg	melanoma-associated antigen 6	LOC129024365	157675832	157679348	-	ANCESTRAL	MAGEB18	no	
PonPyg	paraneoplastic antigen-like protein 6B	LOC129024608	158004592	158007226	-	ANCESTRAL	PNMA6E	no	
PonPyg	PWWP domain-containing DNA repair factor 4	LOC129024865	158053174	158061254	-	ANCESTRAL	PWWP4	no	
PonPyg	PWWP domain-containing DNA repair factor 4-like	LOC129024906	158221870	158229950	+	ANCESTRAL	PWWP4	no	
PonPyg	paraneoplastic antigen Ma6E	LOC129025200	158355489	158375140	-	AMPLICONIC	PNMA6E	yes	Q20B
PonPyg	long-wave-sensitive opsin 1	LOC129024452	159104395	159119173	+	ANCESTRAL	OPN1LW	no	
PonPyg	testis-specific protein TEX28-like	LOC129024450	159119478	159142653	-	ANCESTRAL	TEX28	no	
PonPyg	cancer/testis antigen 1	LOC129023801	159479655	159482384	+	ANCESTRAL	LAGE3	no	
PonPyg	cancer/testis antigen 2	LOC129024802	159529308	159531098	-	ANCESTRAL	LAGE3	no	
PonPyg	histone H2A-Bbd type 2/3	LOC129024787	159779181	159779837	+	ANCESTRAL	H2AB3	no	
PonPyg	histone H2A-Bbd type 2/3	LOC129024798	160317616	160318412	+	ANCESTRAL	H2AB3	no	
PonPyg	40-kDa huntingtin-associated protein	LOC129024794	160319220	160320940	+	ANCESTRAL	F8A2	no	
PonPyg	40-kDa huntingtin-associated protein-like	LOC129024799	160391949	160394007	-	ANCESTRAL	F8A2	no	
PonPyg	histone H2A-Bbd type 2/3	LOC129024800	160394477	160395172	-	ANCESTRAL	H2AB3	no	
PonAbe	transducin beta like 1 X-linked	TBL1X	9502899	9759254	+	ANCESTRAL	TBL1X	no	
PonAbe	thymosin beta 4 X-linked	TMSB4X	13012169	13014369	+	ANCESTRAL	TMSB15B	no	
PonAbe	MAGE family member B17	MAGEB17	16244359	16254051	+	ANCESTRAL	MAGEB18	no	
PonAbe	MAGE family member B18	MAGEB18	26280485	26282882	+	ANCESTRAL	MAGEB18	no	
PonAbe	MAGE family member B5	MAGEB5	26365452	26367700	+	ANCESTRAL	MAGEB18	no	
PonAbe	MAGE family member B2	MAGEB2	30411143	30415677	+	ANCESTRAL	MAGEB18	no	
PonAbe	MAGE family member B3	MAGEB3	30426256	30438967	+	ANCESTRAL	MAGEB18	no	
PonAbe	MAGE family member B4	MAGEB4	30443355	30444752	+	ANCESTRAL	MAGEB18	no	
PonAbe	MAGE family member B1	MAGEB1	30444763	30453166	+	ANCESTRAL	MAGEB18	no	
PonAbe	sperm acrosome associated 5	SPACA5	48427200	48429946	+	ANCESTRAL	SPACA5	no	
PonAbe	PAGE family member 1	PAGE1	49960569	49973006	-	ANCESTRAL	GAGE1	no	
PonAbe	PAGE family member 4	PAGE4	50102215	50107235	+	ANCESTRAL	GAGE1	no	
PonAbe	centromere protein V like 3	CENPVL3	51859308	51863840	-	ANCESTRAL	CENPVL2	no	
PonAbe	MAGE family member D1	MAGED1	52055297	52155844	+	ANCESTRAL	MAGED1	no	
PonAbe	X antigen family member 2	XAGE2	52601303	52608170	+	ANCESTRAL	GAGE1	no	
PonAbe	X antigen family member 5	XAGE5	53007496	53014524	+	AMPLICONIC	GAGE1	no	
PonAbe	X antigen family member 3	XAGE3	53034255	53040305	-	AMPLICONIC	GAGE1	no	
PonAbe	MAGE family member D2	MAGED2	55053417	55061690	+	ANCESTRAL	MAGED1	no	
PonAbe	trophinin	TRO	55200795	55211463	+	ANCESTRAL	MAGED1	no	
PonAbe	PAGE family member 5	PAGE5	55489811	55493546	+	ANCESTRAL	GAGE1	no	
PonAbe	PAGE family member 3	PAGE3	55528075	55536556	-	ANCESTRAL	GAGE1	no	
PonAbe	spindlin family, member 3	SPIN3	57313892	57422862	-	ANCESTRAL	SPIN2A	no	
PonAbe	spindlin family member 4	SPIN4	67960281	68170483	-	ANCESTRAL	SPIN2A	no	
PonAbe	chromosome X CXorf49B homolog	CXHXorf49B	76557020	76561497	+	AMPLICONIC	CXorf49B	no	
PonAbe	DMRT like family C1B	DMRTC1B	77556558	77628318	+	AMPLICONIC	DMRTC1B	yes	Q10A
PonAbe	poly(A) binding protein cytoplasmic 5	PABPC5	97045824	97049821	+	ANCESTRAL	PABPC1L2B	no	
PonAbe	ribosomal protein L36a	RPL36A	107120354	107125253	+	ANCESTRAL	RPL36A-HNRNPH2	no	
PonAbe	armadillo repeat containing X-linked 1	ARMCX1	107280058	107284248	+	ANCESTRAL	ARMCX2	no	
PonAbe	armadillo repeat containing X-linked 3	ARMCX3	107346234	107351279	+	ANCESTRAL	ARMCX2	no	
PonAbe	armadillo repeat containing X-linked 2	ARMCX2	107381043	107385592	-	ANCESTRAL	ARMCX2	no	
PonAbe	t-complex 11 family, X-linked 2	TCP11X2	108149166	108171666	-	ANCESTRAL	TCP11X2	no	
PonAbe	thymosin beta 15A	TMSB15A	108218913	108222019	-	ANCESTRAL	TMSB15B	no	
PonAbe	G protein-coupled receptor associated sorting protein 2	GPRASP2	108428675	108433949	+	ANCESTRAL	GPRASP2	no	
PonAbe	G protein-coupled receptor associated sorting protein 1	GPRASP1	108306666	108621964	+	ANCESTRAL	GPRASP2	no	
PonAbe	nuclear RNA export factor 3	NXF3	108803036	108820265	-	ANCESTRAL	NXF2	no	
PonAbe	transcription elongation factor A like 8	TCEAL8	108978410	108980616	-	ANCESTRAL	TCEAL8	no	
PonAbe	cancer/testis antigen family 47 member C1	CT47C1	124832608	124836109	+	ANCESTRAL	CT47C1	no	
PonAbe	small integral membrane protein 10	SMIM10	140996362	141011048	+	ANCESTRAL	SMIM10L2A	no	
PonAbe	small integral membrane protein 10 like 2B	SMIM10L2B	141152915	141154634	-	ANCESTRAL	SMIM10L2A	no	
PonAbe	small integral membrane protein 10 like 2A	SMIM10L2A	141503723	141509802	+	ANCESTRAL	SMIM10L2A	no	
PonAbe	integrator complex subunit 6 like	INTS6L	141620226	141682235	+	ANCESTRAL	SAGE1	no	
PonAbe	sarcoma antigen 1	SAGE1	141976995	142002969	+	ANCESTRAL	SAGE1	no	
PonAbe	MAGE family member A11	MAGEA11	156076478	156099494	+	AMPLICONIC	MAGEB18	no	
PonAbe	transmembrane protein 185A	TMEM185A	156191452	156225642	+	AMPLICONIC	TMEM185A	no	
PonAbe	MAGE family member A8	MAGEA8	156331492	156336081	+	ANCESTRAL	MAGEB18	no	
PonAbe	endothelium and lymphocyte associated ASCH domain 2	EOLA2	156389033	156398640	-	ANCESTRAL	EOLA1	no	
PonAbe	MAGE family member A4	MAGEA4	158420807	158430990	+	ANCESTRAL	MAGEB18	no	
PonAbe	MAGE family member A10	MAGEA10	158636230	158640364	-	ANCESTRAL	MAGEB18	no	
PonAbe	MAGE family member A2B	MAGEA2B	159238567	159240278	+	AMPLICONIC	MAGEB18	yes	Q19A
PonAbe	PNMA family member 5	PNMA5	159526271	159529143	-	ANCESTRAL	PNMA6E	no	
PonAbe	PNMA family member 3	PNMA3	159594824	159598843	+	ANCESTRAL	PNMA6E	no	
PonAbe	MAGE family member A1	MAGEA1	159722283	159726303	+	ANCESTRAL	MAGEB18	no	
PonAbe	PNMA family member 6F	PNMA6F	159882926	159886951	-	ANCESTRAL	PNMA6E	no	
PonAbe	testis expressed 28	TEX28	160770358	160796962	-	ANCESTRAL	TEX28	no	
PonAbe	L antigen family member 3	LAGE3	160983788	160985306	-	ANCESTRAL	LAGE3	no	
PonAbe	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma	IKBKG	161048531	161071866	+	ANCESTRAL	IKBKG	no	
PonAbe	coagulation factor VIII	F8	161333890	161553381	-	ANCESTRAL	F8A2	no	
PonAbe	coagulation factor VIII associated 1	F8A1	161391778	161393587	+	ANCESTRAL	F8A2	no	
PonAbe	colony stimulating factor 2 receptor subunit alpha	CSF2RA	1061943	1098815	+	PAR	CSF2RA	no	
PonAbe	MAGE family member B6B	MAGEB6B	26306806	26307903	+	ANCESTRAL	MAGEB18	no	
PonAbe	spindlin family member 2B	SPIN2B	57513573	57515711	-	ANCESTRAL	SPIN2A	no	
PonAbe	family with sequence similarity 236 member B	FAM236B	77718690	77719614	+	AMPLICONIC	FAM236C	yes	Q10B
PonAbe	poly(A) binding protein cytoplasmic 1 like 2B	PABPC1L2B	77809235	77812071	+	AMPLICONIC	PABPC1L2B	yes	Q11.2A
PonAbe	RAB40A, member RAS oncogene family	RAB40A	109229590	109240470	-	ANCESTRAL	RAB40A	no	
PonAbe	Rhox homeobox family member 2	RHOXF2	125983301	125990298	+	ANCESTRAL	RHOXF2B	no	
PonAbe	embryonic testis differentiation homolog A	ETDA	141324516	141326432	+	AMPLICONIC	ETDA	yes	Q15.1B
PonAbe	embryonic testis differentiation homolog C	ETDC	141383062	141389285	+	ANCESTRAL	ETDA	no	
PonAbe	heat shock transcription factor family, X-linked member 4	HSFX4	156384212	156385958	+	ANCESTRAL	HSFX3	no	
PonAbe	PNMA family member 6A	PNMA6A	159610894	159613287	+	AMPLICONIC	PNMA6E	yes	Q20A
PonAbe	opsin 1, medium wave sensitive 3	OPN1MW3	160755682	160770365	+	ANCESTRAL	OPN1LW	no	
PonAbe	cAMP-dependent protein kinase catalytic subunit PRKX-like	LOC112131563	3163720	3487965	-	AMPLICONIC	TBL1X	no	
PonAbe	cAMP-dependent protein kinase catalytic subunit PRKX	LOC100434648	3626692	3734147	-	AMPLICONIC	TBL1X	no	
PonAbe	variable charge X-linked-like	LOC134102853	6528276	6528956	-	ANCESTRAL	VCX2	no	
PonAbe	variable charge X-linked-like	LOC100437634	6533211	6534015	-	ANCESTRAL	VCX2	no	
PonAbe	variable charge X-linked-like	LOC100439576	7795223	7819871	+	ANCESTRAL	VCX2	no	
PonAbe	variable charge X-linked-like	LOC103889008	7823815	7824600	+	ANCESTRAL	VCX2	no	
PonAbe	variable charge X-linked-like	LOC100937424	8171110	8171914	-	ANCESTRAL	VCX2	no	
PonAbe	variable charge X-linked-like	LOC100440314	8475594	8476412	+	ANCESTRAL	VCX2	no	
PonAbe	variable charge X-linked-like	LOC129052884	8480677	8481493	+	ANCESTRAL	VCX2	no	
PonAbe	thymosin beta-10-like	LOC112131038	18434756	18434887	+	ANCESTRAL	TMSB15B	no	
PonAbe	melanoma-associated antigen B6	LOC100436626	26338815	26341932	+	ANCESTRAL	MAGEB18	no	
PonAbe	melanoma-associated antigen B10	LOC100442395	27981173	27986090	+	ANCESTRAL	MAGEB18	no	
PonAbe	melanoma-associated antigen B10-like	LOC100442767	27995848	27996892	+	ANCESTRAL	MAGEB18	no	
PonAbe	melanoma-associated antigen B18-like	LOC100443128	28018259	28019305	+	ANCESTRAL	MAGEB18	no	
PonAbe	melanoma-associated antigen B16	LOC100452324	36128738	36130381	+	ANCESTRAL	MAGEB18	no	
PonAbe	PHD finger protein 14-like	LOC129052908	37095023	37095743	+	ANCESTRAL	H2AB3	no	
PonAbe	histone H2A-like 3	LOC129052909	38219667	38220380	+	ANCESTRAL	H2AB3	no	
PonAbe	putative protein SSX6	LOC100462500	48527780	48536759	+	AMPLICONIC	SSX4B	yes	Q1.1A
PonAbe	putative protein SSX6	LOC112130964	48545593	48554572	-	AMPLICONIC	SSX4B	yes	Q1.1B
PonAbe	protein SSX7-like	LOC112130723	48573349	48582523	+	AMPLICONIC	SSX4B	yes	Q1.2A
PonAbe	protein SSX1	LOC129047243	48600256	48608102	-	AMPLICONIC	SSX4B	yes	Q1.2A
PonAbe	protein SSX2-like	LOC129052917	48657265	48665773	+	AMPLICONIC	SSX4B	yes	Q1.2A
PonAbe	protein SSX1	LOC100441307	48727222	48735068	+	AMPLICONIC	SSX4B	yes	Q1.2B
PonAbe	protein SSX5	LOC100440684	48754277	48761954	-	AMPLICONIC	SSX4B	yes	Q1.2B
PonAbe	putative protein SSX6	LOC100451987	48780696	48789599	+	AMPLICONIC	SSX4B	yes	Q1.2B
PonAbe	protein SSX7	LOC100444465	48805487	48813537	-	AMPLICONIC	SSX4B	no	
PonAbe	protein SSX3	LOC100445071	48861855	48872229	-	AMPLICONIC	SSX4B	no	
PonAbe	protein SSX4	LOC100457489	48897703	48940271	+	AMPLICONIC	SSX4B	no	
PonAbe	G antigen 2D	LOC129052921	49817619	49824408	+	ANCESTRAL	GAGE1	no	
PonAbe	G antigen 2D	LOC129052924	49826610	49833389	+	ANCESTRAL	GAGE1	no	
PonAbe	G antigen 2D	LOC129052923	49835592	49842365	+	ANCESTRAL	GAGE1	no	
PonAbe	G antigen 2D	LOC129052926	49844640	49851332	+	ANCESTRAL	GAGE1	no	
PonAbe	G antigen 2D	LOC129052925	49853535	49860312	+	ANCESTRAL	GAGE1	no	
PonAbe	G antigen 2D	LOC129052927	49862514	49890010	+	ANCESTRAL	GAGE1	no	
PonAbe	G antigen 2D	LOC129052928	49871567	49878267	+	ANCESTRAL	GAGE1	no	
PonAbe	G antigen 2D	LOC100434123	49880470	49887586	+	ANCESTRAL	GAGE1	no	
PonAbe	diphosphoinositol polyphosphate phosphohydrolase 3-beta	LOC100443622	51575940	51580841	+	ANCESTRAL	NUDT10	no	
PonAbe	diphosphoinositol polyphosphate phosphohydrolase 3-beta	LOC100443257	51756407	51763223	-	ANCESTRAL	NUDT10	no	
PonAbe	centromere protein V-like protein 1	LOC100444715	51926589	51928226	-	AMPLICONIC	CENPVL2	yes	Q3A
PonAbe	centromere protein V-like protein 1	LOC112130999	51955628	51957243	+	AMPLICONIC	CENPVL2	yes	Q3B
PonAbe	putative uncharacterized protein FLJ39060	LOC100446943	52304624	52307728	-	AMPLICONIC	putative uncharacterized protein FLJ39060	yes	Q4A
PonAbe	melanoma-associated antigen D4	LOC100447305	52315361	52322768	-	AMPLICONIC	MAGED1	yes	Q4A
PonAbe	melanoma-associated antigen D4	LOC112131062	52420072	52427479	+	AMPLICONIC	MAGED1	yes	Q4B
PonAbe	putative uncharacterized protein FLJ39060	LOC112130752	52435114	52436535	+	AMPLICONIC	putative uncharacterized protein FLJ39060	yes	Q4B
PonAbe	X antigen family member 3-like	LOC100448543	52614550	52667492	+	ANCESTRAL	GAGE1	no	
PonAbe	X antigen family member 5	LOC103889054	52649398	52654717	-	ANCESTRAL	GAGE1	no	
PonAbe	sperm protein associated with the nucleus on the X chromosome N2-like	LOC129052818	52700956	52708166	+	AMPLICONIC	SPANXA1	yes	Q5.1A
PonAbe	sperm protein associated with the nucleus on the X chromosome N2	LOC100436290	52727927	52729353	+	AMPLICONIC	SPANXA1	yes	Q5.2A
PonAbe	protein SSX7	LOC129052857	52735407	52746350	-	AMPLICONIC	SSX4B	yes	Q5.3A
PonAbe	protein SSX3	LOC100451712	52788920	52797920	-	AMPLICONIC	SSX4B	yes	Q6A
PonAbe	protein SSX4	LOC100449492	52826788	52835053	+	AMPLICONIC	SSX4B	no	
PonAbe	sperm protein associated with the nucleus on the X chromosome N2	LOC100449851	52842091	52843651	-	AMPLICONIC	SPANXA1	no	
PonAbe	protein SSX3-like	LOC112128549	52871166	52880128	+	AMPLICONIC	SSX4B	yes	Q6B
PonAbe	protein SSX7	LOC112130770	52924245	52932074	+	AMPLICONIC	SSX4B	no	
PonAbe	sperm protein associated with the nucleus on the X chromosome N2	LOC129047312	52939374	52940936	-	AMPLICONIC	SPANXA1	yes	Q5.2B
PonAbe	sperm protein associated with the nucleus on the X chromosome N2-like	LOC129052820	52954470	52961718	-	AMPLICONIC	SPANXA1	yes	Q5.1B
PonAbe	X antigen family member 3-like	LOC100936054	52994050	53023426	-	AMPLICONIC	GAGE1	no	
PonAbe	protein FAM156A/FAM156B	LOC100453676	53069510	53080573	+	AMPLICONIC	FAM156B	yes	Q7A
PonAbe	protein FAM156A/FAM156B	LOC112128537	53118915	53144710	-	AMPLICONIC	FAM156B	yes	Q7B
PonAbe	putative G antigen family E member 3	LOC100435865	55354298	55358182	+	ANCESTRAL	GAGE1	no	
PonAbe	X antigen family member 1-like	LOC103889057	55442718	55446785	+	ANCESTRAL	XAGE1A	no	
PonAbe	putative G antigen family E member 3	LOC100438123	55555083	55557838	+	ANCESTRAL	GAGE1	no	
PonAbe	spindlin-2	LOC100446323	57529196	57530475	-	ANCESTRAL	SPIN2A	no	
PonAbe	zinc finger X-linked duplicated B	LOC100447801	57943563	57949365	+	ANCESTRAL	ZXDA	no	
PonAbe	zinc finger X-linked duplicated A	LOC100448544	58319494	58348700	-	ANCESTRAL	ZXDA	no	
PonAbe	uncharacterized protein CXorf49	LOC100434045	76506940	76510854	-	ANCESTRAL	CXorf49B	no	
PonAbe	uncharacterized protein CXorf49	LOC100449772	76511755	76515475	+	ANCESTRAL	CXorf49B	no	
PonAbe	uncharacterized protein CXorf49-like	LOC129047433	76555056	76556937	-	AMPLICONIC	CXorf49B	yes	Q9A
PonAbe	protein FAM236A	LOC112131056	77561455	77562379	-	AMPLICONIC	FAM236C	yes	Q10A
PonAbe	uncharacterized LOC112131009	LOC112131009	77587368	77588375	-	AMPLICONIC	FAM236C	yes	Q10A
PonAbe	doublesex- and mab-3-related transcription factor C1	LOC129052956	77652746	77724517	-	AMPLICONIC	DMRTC1B	yes	Q10B
PonAbe	polyadenylate-binding protein 1-like 2	LOC129052957	77881047	77883412	-	AMPLICONIC	PABPC1L2B	yes	Q11.2B
PonAbe	protein ARMCX6	LOC112130737	107320924	107322201	+	ANCESTRAL	ARMCX2	no	
PonAbe	protein ARMCX6	LOC100450097	107338575	107341493	-	ANCESTRAL	ARMCX2	no	
PonAbe	nuclear RNA export factor 5	LOC100451207	107556738	107633467	-	ANCESTRAL	NXF2	no	
PonAbe	nuclear RNA export factor 2	LOC100454300	107946471	108019256	+	AMPLICONIC	NXF2	yes	Q12A
PonAbe	nuclear RNA export factor 2	LOC129053001	108056886	108129608	-	AMPLICONIC	NXF2	yes	Q12B
PonAbe	ras-related protein Rab-40A-like	LOC129047344	108653550	108658945	+	ANCESTRAL	RAB40A	no	
PonAbe	thymosin beta-15A	LOC100435638	109695567	109699027	+	ANCESTRAL	TMSB15B	no	
PonAbe	histone H2B type F-M	LOC100436002	109707707	109711697	+	ANCESTRAL	H2BW2	no	
PonAbe	histone H2B type F-M	LOC100452742	109729736	109752545	-	ANCESTRAL	H2BW2	no	
PonAbe	histone H2B type W-T	LOC100452361	109752582	109753532	+	AMPLICONIC	H2BW2	yes	Q13A
PonAbe	histone H2B type W-T	LOC112130949	109794041	109796604	-	AMPLICONIC	H2BW2	yes	Q13B
PonAbe	thymosin beta-15A	LOC100450132	109838234	109849798	-	ANCESTRAL	TMSB15B	no	
PonAbe	cancer/testis antigen family 47 member B1	LOC100939002	126723081	126726370	-	ANCESTRAL	CT47C1	no	
PonAbe	cancer/testis antigen family 47 member B1	LOC100442901	126727900	126731263	-	ANCESTRAL	CT47C1	no	
PonAbe	cancer/testis antigen 47A	LOC100443506	126732789	126736137	-	ANCESTRAL	CT47C1	no	
PonAbe	embryonic testis differentiation protein homolog B	LOC129053068	141186291	141188189	-	AMPLICONIC	ETDA	yes	Q15.1A
PonAbe	embryonic testis differentiation protein homolog B-like	LOC100936563	141479424	141479780	+	ANCESTRAL	ETDA	no	
