Species	Gene	Gene_symbol	Start	End	Strand	Class	gene_family_symbol	in_palindrome	palindrome_name	cluster
PonPyg	MAGE family member B18	MAGEB18	26695436	26697834	+	ANCESTRAL	MAGEB18	no		MAGEB18
PonPyg	MAGE family member B5	MAGEB5	26777945	26780168	+	ANCESTRAL	MAGEB18	no		MAGEB5
PonPyg	MAGE family member B2	MAGEB2	30819481	30824062	+	ANCESTRAL	MAGEB18	no		MAGEB2
PonPyg	MAGE family member B3	MAGEB3	30834604	30843540	+	ANCESTRAL	MAGEB18	no		MAGEB3
PonPyg	MAGE family member B4	MAGEB4	30847815	30850237	+	ANCESTRAL	MAGEB18	no		MAGEB4
PonPyg	MAGE family member B1	MAGEB1	30849629	30857736	+	ANCESTRAL	MAGEB18	no		MAGEB1
PonPyg	MAGE family member B16	MAGEB16	36538161	36543215	+	ANCESTRAL	MAGEB18	no		MAGEB16
PonPyg	sperm acrosome associated 5	SPACA5	48812470	48815217	+	ANCESTRAL	SPACA5	no		SPACA5
PonPyg	PAGE family member 1	PAGE1	50321040	50334220	-	ANCESTRAL	GAGE1	no		PAGE1_4
PonPyg	PAGE family member 4	PAGE4	50467309	50472327	+	ANCESTRAL	GAGE1	no		PAGE4
PonPyg	centromere protein V like 3	CENPVL3	52240762	52242687	-	ANCESTRAL	CENPVL2	no		CENPVL3
PonPyg	MAGE family member D1	MAGED1	52434178	52534679	+	ANCESTRAL	MAGED1	no		MAGED1
PonPyg	X antigen family member 5	XAGE5	53375509	53381625	+	ANCESTRAL	GAGE1	no		XAGE5
PonPyg	X antigen family member 3	XAGE3	53401337	53406854	-	ANCESTRAL	GAGE1	no		XAGE3
PonPyg	family with sequence similarity 156 member B	FAM156B	53463815	53511839	-	AMPLICONIC	FAM156B	yes	Q6B	FAM156B
PonPyg	family with sequence similarity 156 member A	FAM156A	53436600	53452828	+	AMPLICONIC	FAM156B	yes	Q6A	FAM156B
PonPyg	MAGE family member D2	MAGED2	55409849	55418271	+	ANCESTRAL	MAGED1	no		MAGED2
PonPyg	trophinin	TRO	55553593	55564323	+	ANCESTRAL	MAGED1	no		TRO
PonPyg	PAGE family member 5	PAGE5	55841188	55844934	+	ANCESTRAL	GAGE1	no		PAGE5
PonPyg	PAGE family member 3	PAGE3	55879489	55887966	-	ANCESTRAL	GAGE1	no		PAGE3
PonPyg	spindlin family member 3	SPIN3	57646477	57651204	-	ANCESTRAL	SPIN2A	no		SPIN3
PonPyg	spindlin family member 4	SPIN4	66345023	66348792	-	SATELLITE	SPIN2A	no		SPIN4
PonPyg	poly(A) binding protein cytoplasmic 5	PABPC5	95334111	95338852	+	ANCESTRAL	PABPC1L2B	no		PABPC5
PonPyg	ribosomal protein L36a	RPL36A	105432565	105437478	+	ANCESTRAL	RPL36A-HNRNPH2	no		RPL36A
PonPyg	armadillo repeat containing X-linked 1	ARMCX1	105591550	105595743	+	ANCESTRAL	ARMCX2	no		ARMCX1
PonPyg	armadillo repeat containing X-linked 3	ARMCX3	105657712	105662766	+	ANCESTRAL	ARMCX2	no		ARMCX3
PonPyg	armadillo repeat containing X-linked 2	ARMCX2	105692516	105697074	-	ANCESTRAL	ARMCX2	no		ARMCX2
PonPyg	t-complex 11 family, X-linked 2	TCP11X2	106499606	106511145	-	AMPLICONIC	TCP11X2	yes	Q11.2A	TCP11X2
PonPyg	thymosin beta 15A	TMSB15A	106558412	106561524	-	AMPLICONIC	TMSB15B	yes	Q11.2B	TMSB15A
PonPyg	G protein-coupled receptor associated sorting protein 2	GPRASP2	106769323	106773937	+	ANCESTRAL	GPRASP2	no		GPRASP2
PonPyg	G protein-coupled receptor associated sorting protein 1	GPRASP1	106640378	106709506	+	ANCESTRAL	GPRASP2	no		GPRASP1
PonPyg	nuclear RNA export factor 3	NXF3	107142776	107170770	-	ANCESTRAL	NXF2	no		NXF3
PonPyg	transcription elongation factor A like 8	TCEAL8	107311159	107313355	-	ANCESTRAL	TCEAL8	no		TCEAL8
PonPyg	cancer/testis antigen family 47 member C1	CT47C1	123230770	123234518	+	ANCESTRAL	CT47C1	no		CT47C1_2
PonPyg	small integral membrane protein 10	SMIM10	139435367	139436918	+	ANCESTRAL	SMIM10L2A	no		SMIM10
PonPyg	small integral membrane protein 10 like 2B	SMIM10L2B	139570089	139577622	-	ANCESTRAL	SMIM10L2A	no		SMIM10L2A
PonPyg	small integral membrane protein 10 like 2A	SMIM10L2A	139922244	139928342	+	ANCESTRAL	SMIM10L2A	no		SMIM10L2A
PonPyg	integrator complex subunit 6 like	INTS6L	140038810	140100779	+	ANCESTRAL	SAGE1	no		INTS6L
PonPyg	sarcoma antigen 1	SAGE1	140389841	140421648	+	ANCESTRAL	SAGE1	no		SAGE1
PonPyg	MAGE family member A11	MAGEA11	154463490	154468690	-	AMPLICONIC	MAGEB18	no		MAGEA11
PonPyg	transmembrane protein 185A	TMEM185A	154418335	154420987	-	ANCESTRAL	TMEM185A	no		TMEM185A_2
PonPyg	MAGE family member A8	MAGEA8	154711814	154716427	+	AMPLICONIC	MAGEB18	no		MAGEA8
PonPyg	endothelium and lymphocyte associated ASCH domain 2	EOLA2	154769488	154779181	-	AMPLICONIC	EOLA1	yes	Q17.1B	EOLA2
PonPyg	MAGE family member A4	MAGEA4	156805370	156816982	+	ANCESTRAL	MAGEB18	no		MAGEA1
PonPyg	MAGE family member A10	MAGEA10	157021805	157026406	-	ANCESTRAL	MAGEB18	no		MAGEA10
PonPyg	MAGE family member A2B	MAGEA2B	157622934	157626931	+	ANCESTRAL	MAGEB18	no		MAGEA2
PonPyg	MAGE family member A12	MAGEA12	157641743	157645716	+	ANCESTRAL	MAGEB18	no		MAGEA2
PonPyg	MAGE family member A2	MAGEA2	157659090	157663085	-	ANCESTRAL	MAGEB18	no		MAGEA2
PonPyg	PNMA family member 5	PNMA5	157916476	157921826	-	ANCESTRAL	PNMA6E	no		PNMA5
PonPyg	PNMA family member 3	PNMA3	157986140	157990199	+	ANCESTRAL	PNMA6E	no		PNMA3
PonPyg	MAGE family member A1	MAGEA1	158112155	158116801	+	ANCESTRAL	MAGEB18	no		MAGEA1
PonPyg	PNMA family member 6F	PNMA6F	158273155	158277195	-	ANCESTRAL	PNMA6E	no		PNMA6F
PonPyg	testis expressed 28	TEX28	159159781	159186354	-	ANCESTRAL	TEX28	no		TEX28
PonPyg	L antigen family member 3	LAGE3	159373217	159374735	-	AMPLICONIC	LAGE3	no		LAGE3
PonPyg	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma	IKBKG	159437996	159461208	+	ANCESTRAL	IKBKG	no		IKBKG
PonPyg	coagulation factor VIII	F8	159722678	159945603	-	ANCESTRAL	F8A2	no		F8
PonPyg	coagulation factor VIII associated 1	F8A1	159780672	159782358	+	ANCESTRAL	F8A2	no		F8A3
PonPyg	MAGE family member B6B	MAGEB6B	26717920	26721279	+	ANCESTRAL	MAGEB18	no		MAGEB6
PonPyg	MAGE family member B6	MAGEB6	26751369	26754427	+	ANCESTRAL	MAGEB18	no		MAGEB6
PonPyg	DMRT like family C1	DMRTC1	75971615	76043278	-	ANCESTRAL	DMRTC1B	no		DMRTC1_2
PonPyg	poly(A) binding protein cytoplasmic 1 like 2B	PABPC1L2B	76121737	76123853	+	AMPLICONIC	PABPC1L2B	yes	Q9B	PABPC1L2B
PonPyg	RAB40A, member RAS oncogene family	RAB40A	107567379	107604631	-	ANCESTRAL	RAB40A	no		RAB40A
PonPyg	Rhox homeobox family member 2	RHOXF2	124360492	124379337	+	ANCESTRAL	RHOXF2B	no		RHOXF2_2
PonPyg	heat shock transcription factor family, X-linked member 3	HSFX3	154305209	154306959	-	ANCESTRAL	HSFX3	no		HSFX4
PonPyg	MAGE family member A9B	MAGEA9B	154402511	154407837	-	ANCESTRAL	MAGEB18	no		MAGEA9
PonPyg	heat shock transcription factor family, X-linked 1	HSFX1	154412914	154415881	-	ANCESTRAL	HSFX1	no		HSFX2
PonPyg	heat shock transcription factor family, X-linked member 4	HSFX4	154764697	154766296	+	AMPLICONIC	HSFX3	yes	Q17.1B	HSFX4_2
PonPyg	PNMA family member 6A	PNMA6A	158002122	158003918	+	ANCESTRAL	PNMA6E	no		PNMA6A
PonPyg	opsin 1, medium wave sensitive 3	OPN1MW3	159145175	159159869	+	ANCESTRAL	OPN1LW	no		OPN1MW
PonPyg	granulocyte-macrophage colony-stimulating factor receptor subunit alpha	LOC129025982	1044278	1085262	+	PAR	CSF2RA	no		PonPyg_cluster1
PonPyg	cAMP-dependent protein kinase catalytic subunit PRKX-like	LOC129025077	3154528	3460869	-	AMPLICONIC	TBL1X	no		PonAbe_PonPyg_cluster1
PonPyg	cAMP-dependent protein kinase catalytic subunit PRKX-like	LOC129025076	3597458	3860985	-	AMPLICONIC	TBL1X	no		PonAbe_PonPyg_cluster1
PonPyg	cAMP-dependent protein kinase catalytic subunit PRKX	LOC134737588	3994087	4115038	-	AMPLICONIC	TBL1X	no		PRKX
PonPyg	variable charge X-linked-like	LOC129024577	6920320	6921111	-	ANCESTRAL	VCX2	no		PonAbe_PonPyg_cluster1
PonPyg	variable charge X-linked-like	LOC129024578	6925385	6926191	-	ANCESTRAL	VCX2	no		PonAbe_PonPyg_cluster1
PonPyg	variable charge X-linked-like	LOC129025355	8202586	8227209	+	ANCESTRAL	VCX2	no		PonAbe_PonPyg_cluster1
PonPyg	variable charge X-linked-like	LOC129024528	8231144	8231946	+	ANCESTRAL	VCX2	no		PonAbe_PonPyg_cluster1
PonPyg	variable charge X-linked-like	LOC129024424	8317228	8878887	+	ANCESTRAL	VCX2	no		PonAbe_PonPyg_cluster1
PonPyg	variable charge X-linked-like	LOC129024423	8568118	8568904	-	ANCESTRAL	VCX2	no		PonAbe_PonPyg_cluster1
PonPyg	variable charge X-linked-like	LOC129024426	8573872	8574659	-	ANCESTRAL	VCX2	no		PonAbe_PonPyg_cluster1
PonPyg	variable charge X-linked-like	LOC134102852	8883152	8883968	+	ANCESTRAL	VCX2	no		PonAbe_PonPyg_cluster1
PonPyg	thymosin beta-10-like	LOC129025144	18855878	18856082	+	ANCESTRAL	TMSB15B	no		MacFas_PonAbe_PonPyg_SymSyn_cluster1
PonPyg	melanoma-associated antigen B10	LOC129024733	28248524	28400654	+	ANCESTRAL	MAGEB18	no		MAGEB10
PonPyg	melanoma-associated antigen B10-like	LOC129024734	28409707	28411121	+	ANCESTRAL	MAGEB18	no		PanPan_PanTro_PonAbe_PonPyg_cluster1
PonPyg	melanoma-associated antigen B10-like	LOC129024736	28430438	28433717	+	ANCESTRAL	MAGEB18	no		PonAbe_PonPyg_SymSyn_cluster1
PonPyg	histone H2A-like 3	LOC129024532	37490974	37491685	+	ANCESTRAL	H2AB3	no		H2AL1Q
PonPyg	histone H2A-like 3	LOC129025381	38583872	38584309	+	ANCESTRAL	H2AB3	no		H2AL3
PonPyg	putative protein SSX6	LOC129025033	48855883	48921941	+	AMPLICONIC	SSX4B	yes	Q1.1A	SSX3
PonPyg	putative protein SSX6	LOC129025032	48930759	48941738	-	AMPLICONIC	SSX4B	yes	Q1.1B	PonPyg_cluster1
PonPyg	protein SSX7-like	LOC129024390	48958488	48966760	+	AMPLICONIC	SSX4B	yes	Q1.2A	SSX3
PonPyg	protein SSX1	LOC129024391	48983782	48994798	-	AMPLICONIC	SSX4B	yes	Q1.2A	SSX3
PonPyg	protein SSX2-like	LOC129025189	49041863	49050349	+	AMPLICONIC	SSX4B	yes	Q1.2A	PonAbe_PonPyg_cluster1
PonPyg	protein SSX1	LOC129024394	49109659	49120668	+	AMPLICONIC	SSX4B	yes	Q1.2B	SSX3
PonPyg	protein SSX7-like	LOC129024393	49137702	49145983	-	AMPLICONIC	SSX4B	yes	Q1.2B	SSX3
PonPyg	putative protein SSX6	LOC129025295	49162559	49173707	+	AMPLICONIC	SSX4B	yes	Q1.2B	SSX3
PonPyg	protein SSX7-like	LOC129025294	49189545	49198960	-	AMPLICONIC	SSX4B	no		SSX3
PonPyg	protein SSX3	LOC129024374	49245929	49256162	-	AMPLICONIC	SSX4B	no		SSX3
PonPyg	protein SSX4	LOC129024517	49281957	49324701	+	AMPLICONIC	SSX4B	no		SSX3
PonPyg	G antigen 10-like	LOC129023849	50173584	50203874	+	ANCESTRAL	GAGE1	no		PonPyg_cluster1
PonPyg	G antigen 2D	LOC129023848	50206064	50212834	+	ANCESTRAL	GAGE1	no		GAGE1
PonPyg	G antigen 10-like	LOC129025253	50215036	50221777	+	ANCESTRAL	GAGE1	no		PonPyg_cluster2
PonPyg	G antigen 2D	LOC129025254	50223977	50230740	+	ANCESTRAL	GAGE1	no		GAGE1
PonPyg	G antigen 2D	LOC129025209	50232931	50239694	+	ANCESTRAL	GAGE1	no		GAGE1
PonPyg	G antigen 2D-like	LOC129025210	50241896	50248989	+	ANCESTRAL	GAGE1	no		GAGE1
PonPyg	diphosphoinositol polyphosphate phosphohydrolase 3-beta-like	LOC129025154	51953474	51958455	+	ANCESTRAL	NUDT10	no		PonPyg_cluster1
PonPyg	diphosphoinositol polyphosphate phosphohydrolase 3-beta	LOC129024991	52134022	52140925	-	ANCESTRAL	NUDT10	no		NUDT10
PonPyg	centromere protein V-like protein 1	LOC129025060	52305460	52307070	-	AMPLICONIC	CENPVL2	yes	Q3A	CENPVL3
PonPyg	centromere protein V-like protein 1	LOC129025140	52334518	52335336	+	AMPLICONIC	CENPVL2	yes	Q3B	CENPVL3
PonPyg	putative uncharacterized protein FLJ39060	LOC129025261	52684541	52687680	-	AMPLICONIC	putative uncharacterized protein FLJ39060	yes	Q4A	GorGor_MacFas_PanPan_PanTro_PonAbe_PonPyg_SymSyn_cluster1
PonPyg	melanoma-associated antigen D4	LOC129025262	52695328	52703257	-	AMPLICONIC	MAGED1	yes	Q4A	MAGED4
PonPyg	melanoma-associated antigen D4	LOC129025283	52793437	52801366	+	AMPLICONIC	MAGED1	yes	Q4B	MAGED4
PonPyg	putative uncharacterized protein FLJ39060	LOC129024938	52809014	52812153	+	AMPLICONIC	putative uncharacterized protein FLJ39060	yes	Q4B	GorGor_MacFas_PanPan_PanTro_PonAbe_PonPyg_SymSyn_cluster1
PonPyg	X antigen family member 2	LOC129025074	52971354	52978219	+	ANCESTRAL	GAGE1	no		XAGE2
PonPyg	X antigen family member 3-like	LOC129024866	52984600	53037538	+	ANCESTRAL	GAGE1	no		PonAbe_PonPyg_cluster1
PonPyg	X antigen family member 5-like	LOC129025399	53019451	53024769	-	ANCESTRAL	GAGE1	no		XAGE5
PonPyg	sperm protein associated with the nucleus on the X chromosome N2-like	LOC129024813	53091840	53093140	+	AMPLICONIC	SPANXA1	yes	Q5A	PonAbe_PonPyg_cluster1
PonPyg	protein SSX7-like	LOC129024575	53099039	53109899	-	AMPLICONIC	SSX4B	yes	Q5A	SSX3
PonPyg	protein SSX3-like	LOC129024503	53150745	53161336	-	AMPLICONIC	SSX4B	yes	Q5A	SSX3
PonPyg	sperm protein associated with the nucleus on the X chromosome N2	LOC129024894	53188013	53189292	+	AMPLICONIC	SPANXA1	no		SPANXN5
PonPyg	protein SSX4-like	LOC129024686	53196338	53204607	-	AMPLICONIC	SSX4B	no		SSX3
PonPyg	protein SSX3-like	LOC129024460	53231915	53242508	+	AMPLICONIC	SSX4B	yes	Q5B	SSX3
PonPyg	protein SSX7-like	LOC129024610	53283355	53294218	+	AMPLICONIC	SSX4B	yes	Q5B	SSX3
PonPyg	sperm protein associated with the nucleus on the X chromosome N2	LOC129024893	53300147	53301433	-	AMPLICONIC	SPANXA1	yes	Q5B	SPANXN5
PonPyg	sperm protein associated with the nucleus on the X chromosome N2-like	LOC129024087	53315252	53322499	-	AMPLICONIC	SPANXA1	yes	Q5B	PonPyg_cluster1
PonPyg	X antigen family member 3-like	LOC129024828	53361139	53390508	-	ANCESTRAL	GAGE1	no		XAGE3
PonPyg	putative G antigen family E member 3	LOC129025039	55705731	55709582	+	ANCESTRAL	GAGE1	no		PAGE5
PonPyg	X antigen family member 1-like	LOC129024092	55794145	55798213	+	ANCESTRAL	XAGE1A	no		PonAbe_PonPyg_cluster1
PonPyg	putative G antigen family E member 3	LOC129025063	55905753	55909253	+	ANCESTRAL	GAGE1	no		PAGE5
PonPyg	spindlin-2	LOC129024404	57741921	57743844	-	ANCESTRAL	SPIN2A	no		SPIN2A
PonPyg	spindlin-2-like	LOC129024406	57761713	57763305	-	ANCESTRAL	SPIN2A	no		SPIN2A
PonPyg	zinc finger X-linked protein ZXDB	LOC129025194	58175587	58181383	+	ANCESTRAL	ZXDA	no		ZXDA
PonPyg	zinc finger X-linked protein ZXDA-like	LOC129024976	58558183	58580799	-	ANCESTRAL	ZXDA	no		ZXDA
PonPyg	uncharacterized protein CXorf49-like	LOC129023912	74831763	74836232	-	ANCESTRAL	CXorf49B	no		CXorf49
PonPyg	uncharacterized protein CXorf49-like	LOC129023913	74836368	74840306	+	ANCESTRAL	CXorf49B	no		CXorf49
PonPyg	uncharacterized protein CXorf49	LOC129023914	74879165	74885485	+	ANCESTRAL	CXorf49B	no		CXorf49
PonPyg	doublesex- and mab-3-related transcription factor C1	LOC129025025	75875475	75947140	+	ANCESTRAL	DMRTC1B	no		DMRTC1_2
PonPyg	protein FAM236A	LOC129025027	75880494	75881289	-	ANCESTRAL	FAM236C	no		FAM236B
PonPyg	protein FAM236A-like	LOC129024931	76037482	76038393	+	AMPLICONIC	FAM236C	yes	Q9A	FAM236B
PonPyg	polyadenylate-binding protein 1-like 2	LOC129025284	76198964	76200669	-	AMPLICONIC	PABPC1L2B	yes	Q9B	PABPC1L2B
PonPyg	protein ARMCX6-like	LOC129024506	105632431	105633587	+	ANCESTRAL	ARMCX2	no		GorGor_PanPan_PanTro_PonAbe_PonPyg_SymSyn_cluster1
PonPyg	protein ARMCX6	LOC129025301	105650062	105652963	-	ANCESTRAL	ARMCX2	no		ARMCX6
PonPyg	nuclear RNA export factor 2	LOC129024333	106285925	106358594	+	ANCESTRAL	NXF2	no		NXF2
PonPyg	nuclear RNA export factor 2	LOC129025009	106396212	106469068	-	ANCESTRAL	NXF2	no		NXF2
PonPyg	nuclear RNA export factor 2-like	LOC129023802	106593088	106613223	+	AMPLICONIC	NXF2	yes	Q11.1B	NXF2
PonPyg	ras-related protein Rab-40A-like	LOC129023809	106826304	107020819	+	ANCESTRAL	RAB40A	no		RAB40A
PonPyg	thymosin beta-15A	LOC129024943	107985503	108031079	+	ANCESTRAL	TMSB15B	no		TMSB15A
PonPyg	histone H2B type F-M-like	LOC129024729	108062095	108091131	-	ANCESTRAL	H2BW2	no		PonAbe_PonPyg_cluster1
PonPyg	histone H2B type W-T	LOC129024731	108091068	108093685	+	ANCESTRAL	H2BW2	no		H2BW1
PonPyg	histone H2B type W-T	LOC129024822	108132624	108135241	-	ANCESTRAL	H2BW2	no		H2BW1
PonPyg	thymosin beta 15C	TMSB15C	108184367	108188244	-	ANCESTRAL	TMSB15B	no		TMSB15C
PonPyg	endogenous retrovirus group K member 6 Env polyprotein-like	LOC129024889	120322187	120329684	+	ANCESTRAL	endogenous retrovirus group K member 6 Env polyprotein-like	no		PanPan_PanTro_PonPyg_cluster1
PonPyg	cancer/testis antigen family 47 member B1-like	LOC129024507	125111542	125118462	-	ANCESTRAL	CT47C1	no		PonAbe_PonPyg_cluster1
PonPyg	cancer/testis antigen 47A	LOC129024767	125119953	125123312	-	ANCESTRAL	CT47C1	no		PonAbe_PonPyg_cluster2
PonPyg	embryonic testis differentiation protein homolog B	LOC129024677	139609206	139610842	-	ANCESTRAL	ETDA	no		ETDA
PonPyg	embryonic testis differentiation protein homolog B	LOC129024673	139743568	139745200	+	AMPLICONIC	ETDA	yes	Q14A	ETDA
PonPyg	embryonic testis differentiation protein homolog B-like	LOC129025448	139895893	139898436	+	ANCESTRAL	ETDA	no		ETDB
PonPyg	sarcoma antigen 1-like	LOC129024214	140120688	140137405	+	ANCESTRAL	SAGE1	no		GorGor_PonAbe_PonPyg_cluster1
PonPyg	putative SAGE1-like protein	LOC129024215	140194386	140207668	-	ANCESTRAL	SAGE1	no		PanPan_PanTro_PonAbe_PonPyg_cluster1
PonPyg	cancer/testis antigen family 45 member A3-like	LOC129025107	140239733	140243822	+	ANCESTRAL	CT45A8	no		CT45A3
PonPyg	sarcoma antigen 1-like	LOC129024217	140327948	140336278	-	ANCESTRAL	SAGE1	no		PonAbe_PonPyg_cluster1
PonPyg	cancer/testis antigen family 45 member A10	LOC129024537	140356846	140365226	-	ANCESTRAL	CT45A8	no		CT45A3
PonPyg	cancer/testis antigen family 45 member A10	LOC129024538	140374426	140392922	-	ANCESTRAL	CT45A8	no		CT45A3
PonPyg	putative MAGE domain-containing protein MAGEA13P	LOC129024351	143062014	143063066	+	ANCESTRAL	MAGEB18	no		GorGor_MacFas_PanPan_PanTro_PonAbe_PonPyg_cluster1
PonPyg	uncharacterized protein AH6.3-like	LOC129024546	144641167	144641971	+	ANCESTRAL	uncharacterized LOC129476473	no		GorGor_PonAbe_PonPyg_SymSyn_cluster1
PonPyg	uncharacterized protein AH6.3-like	LOC129025315	144846161	144846970	-	ANCESTRAL	uncharacterized LOC129476473	no		GorGor_PonAbe_PonPyg_SymSyn_cluster1
PonPyg	sperm protein associated with the nucleus on the X chromosome N5-like	LOC129025337	145677713	145678938	+	ANCESTRAL	SPANXA1	no		PonAbe_PonPyg_cluster2
PonPyg	melanoma-associated antigen C1-like	LOC129024704	146502814	146506942	+	ANCESTRAL	MAGEB18	no		MAGEC1
PonPyg	melanoma-associated antigen C2-like	LOC129025321	146524920	146526044	+	ANCESTRAL	MAGEB18	no		PonAbe_PonPyg_SymSyn_cluster2
PonPyg	melanoma-associated antigen C1-like	LOC129024642	146543834	146549859	+	ANCESTRAL	MAGEB18	no		MAGEC1
PonPyg	melanoma-associated antigen C1-like	LOC129024588	146814270	146819903	-	ANCESTRAL	MAGEB18	no		MAGEC1
PonPyg	melanoma-associated antigen C2	LOC129024535	146839950	146842963	-	ANCESTRAL	MAGEB18	no		MAGEC2
PonPyg	sperm protein associated with the nucleus on the X chromosome N4	LOC129025050	147659344	147667858	+	ANCESTRAL	SPANXA1	no		SPANXN4
PonPyg	sperm protein associated with the nucleus on the X chromosome N3	LOC129024659	148166478	148175207	-	ANCESTRAL	SPANXA1	no		SPANXN2
PonPyg	sperm protein associated with the nucleus on the X chromosome N2	LOC129024545	148352022	148397650	-	ANCESTRAL	SPANXA1	no		SPANXN2
PonPyg	sperm protein associated with the nucleus on the X chromosome N1-like	LOC129025230	149833086	149834322	+	ANCESTRAL	SPANXA1	no		PonAbe_PonPyg_cluster3
PonPyg	uncharacterized protein CXorf51A	LOC129025173	151499074	151499778	-	ANCESTRAL	CXorf51B	no		CXorf51B
PonPyg	transmembrane protein 185A-like	LOC129024823	154524072	154528292	+	AMPLICONIC	TMEM185A	yes	Q17.1A	TMEM185A_2
PonPyg	heat shock transcription factor, X-linked	LOC129024824	154527074	154532353	+	AMPLICONIC	HSFX3	yes	Q17.1A	HSFX2
PonPyg	melanoma-associated antigen 9-like	LOC129024555	154537433	154542756	+	AMPLICONIC	MAGEB18	yes	Q17.1A	MAGEA9
PonPyg	transmembrane protein 185A	LOC129024621	154573387	154607578	+	AMPLICONIC	TMEM185A	yes	Q17.2A	TMEM185A
PonPyg	heat shock transcription factor, X-linked	LOC129024620	154606077	154615874	+	AMPLICONIC	HSFX3	no		HSFX2
PonPyg	melanoma-associated antigen 9	LOC129024510	154616721	154622030	+	AMPLICONIC	MAGEB18	no		MAGEA9
PonPyg	uncharacterized LOC129024421	LOC129024421	154780046	154867891	+	ANCESTRAL	uncharacterized LOC129053094	no		PonPyg_cluster1
PonPyg	melanoma-associated antigen 6	LOC129024364	157606671	157610187	+	ANCESTRAL	MAGEB18	no		MAGEA2
PonPyg	chondrosarcoma-associated gene 2/3 protein	LOC129024369	157616644	157617574	-	ANCESTRAL	CSAG1	no		CSAG2
PonPyg	chondrosarcoma-associated gene 2/3 protein-like	LOC129024372	157635474	157636484	-	ANCESTRAL	CSAG1	no		CSAG2
PonPyg	chondrosarcoma-associated gene 2/3 protein-like	LOC129024370	157649687	157650399	+	ANCESTRAL	CSAG1	no		CSAG2
PonPyg	chondrosarcoma-associated gene 2/3 protein	LOC129024368	157668445	157669335	+	ANCESTRAL	CSAG1	no		CSAG2
PonPyg	melanoma-associated antigen 6	LOC129024365	157675832	157679348	-	ANCESTRAL	MAGEB18	no		MAGEA2
PonPyg	paraneoplastic antigen-like protein 6B	LOC129024608	158004592	158007226	-	ANCESTRAL	PNMA6E	no		PNMA6A
PonPyg	PWWP domain-containing DNA repair factor 4	LOC129024865	158053174	158061254	-	ANCESTRAL	PWWP4	no		PonAbe_PonPyg_cluster1
PonPyg	PWWP domain-containing DNA repair factor 4-like	LOC129024906	158221870	158229950	+	ANCESTRAL	PWWP4	no		PonAbe_PonPyg_cluster1
PonPyg	paraneoplastic antigen Ma6E	LOC129025200	158355489	158375140	-	AMPLICONIC	PNMA6E	yes	Q20B	PNMA6E
PonPyg	long-wave-sensitive opsin 1	LOC129024452	159104395	159119173	+	ANCESTRAL	OPN1LW	no		OPN1MW
PonPyg	testis-specific protein TEX28-like	LOC129024450	159119478	159142653	-	ANCESTRAL	TEX28	no		TEX28
PonPyg	cancer/testis antigen 1	LOC129023801	159479655	159482384	+	ANCESTRAL	LAGE3	no		CTAG2
PonPyg	cancer/testis antigen 2	LOC129024802	159529308	159531098	-	ANCESTRAL	LAGE3	no		GorGor_PanPan_PanTro_PonAbe_PonPyg_cluster1
PonPyg	histone H2A-Bbd type 2/3	LOC129024787	159779181	159779837	+	ANCESTRAL	H2AB3	no		PonAbe_PonPyg_cluster1
PonPyg	histone H2A-Bbd type 2/3	LOC129024798	160317616	160318412	+	ANCESTRAL	H2AB3	no		PonAbe_PonPyg_cluster1
PonPyg	40-kDa huntingtin-associated protein	LOC129024794	160319220	160320940	+	ANCESTRAL	F8A2	no		F8A3
PonPyg	40-kDa huntingtin-associated protein-like	LOC129024799	160391949	160394007	-	ANCESTRAL	F8A2	no		MacFas_PonAbe_PonPyg_cluster1
PonPyg	histone H2A-Bbd type 2/3	LOC129024800	160394477	160395172	-	ANCESTRAL	H2AB3	no		PonAbe_PonPyg_cluster1
PonAbe	transducin beta like 1 X-linked	TBL1X	9502899	9759254	+	ANCESTRAL	TBL1X	no		TBL1X
PonAbe	thymosin beta 4 X-linked	TMSB4X	13012169	13014369	+	ANCESTRAL	TMSB15B	no		TMSB4X
PonAbe	MAGE family member B17	MAGEB17	16244359	16254051	+	ANCESTRAL	MAGEB18	no		MAGEB17_2
PonAbe	MAGE family member B18	MAGEB18	26280485	26282882	+	ANCESTRAL	MAGEB18	no		MAGEB18
PonAbe	MAGE family member B5	MAGEB5	26365452	26367700	+	ANCESTRAL	MAGEB18	no		MAGEB5
PonAbe	MAGE family member B2	MAGEB2	30411143	30415677	+	ANCESTRAL	MAGEB18	no		MAGEB2
PonAbe	MAGE family member B3	MAGEB3	30426256	30438967	+	ANCESTRAL	MAGEB18	no		MAGEB3
PonAbe	MAGE family member B4	MAGEB4	30443355	30444752	+	ANCESTRAL	MAGEB18	no		MAGEB4
PonAbe	MAGE family member B1	MAGEB1	30444763	30453166	+	ANCESTRAL	MAGEB18	no		MAGEB1
PonAbe	sperm acrosome associated 5	SPACA5	48427200	48429946	+	ANCESTRAL	SPACA5	no		SPACA5
PonAbe	PAGE family member 1	PAGE1	49960569	49973006	-	ANCESTRAL	GAGE1	no		PAGE1
PonAbe	PAGE family member 4	PAGE4	50102215	50107235	+	ANCESTRAL	GAGE1	no		PAGE4
PonAbe	centromere protein V like 3	CENPVL3	51859308	51863840	-	ANCESTRAL	CENPVL2	no		CENPVL3
